date,official,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh,load_mae_kw,load_rmse_kw,pv_mae_kw,pv_rmse_kw,xgb_used,n_simultaneous_plan,max_unserved_kwh
2025-01-13,False,1224.6558418518523,1200.0,1200.0,95168.43373399999,60766.0333716326,365.0621491666626,13,1094.3136309060324,61860.347002538634,2556.053848518533,127.21095866427949,158.30067364952902,121.95533171375993,228.07580368358947,True,0,0.0
2025-01-14,False,1200.0,1200.0,1200.0,87513.743449,54361.2263810032,6491.25644379999,35,37011.58768394144,91372.81406494464,191.93439333333401,291.73075405273437,359.9236469496405,67.18598927729658,138.13870896980345,True,0,0.0
2025-01-15,False,1200.0,1405.813593,1200.0,92192.5804146,58267.63338798564,3214.086519899995,19,19431.497360943224,77699.13074892886,406.99567518518757,146.37499947102862,185.17899286462546,69.7329849834677,165.7622528318805,True,0,0.0
2025-01-16,False,1405.813593,1264.451259,1200.0,94889.542411,60677.60490194931,1041.6928211999937,9,4995.751905710752,65673.35680766006,2287.3669455967083,125.71030207248265,158.30975368823803,101.68825366623533,215.81556087633896,True,0,0.0
2025-01-17,False,1264.451259,2761.608237185186,1200.0,54368.32636100001,29567.839763454,0.0,0,0.0,29567.839763454,6610.753299518519,290.71214325900604,332.0571190121387,72.4043998366273,150.37197976626555,True,0,0.0
2025-01-18,False,2761.608237185186,1256.9247553703708,1200.0,46013.496617,24226.0584360584,15.375277100000119,1,69.71150637140055,24295.7699424298,491.5627059711936,125.14494325358075,156.30749705171556,58.93285071360336,118.26562298538772,True,0,0.0
2025-01-19,False,1256.9247553703708,1268.4215962222227,1200.0,86649.531183,53755.1054714523,6728.501429999998,26,40801.75408434337,94556.85955579567,206.04821666666714,297.59324789496526,369.03612399446195,96.03143773027952,201.7754992679562,True,0,0.0
2025-01-20,False,1268.4215962222227,1347.8611889629633,1200.0,92371.87322600001,58445.8764990598,1283.7112039333313,9,6885.737854414167,65331.61435347397,720.0986614814803,107.74373889160154,132.95524956688328,69.51687179324627,150.1680657979823,True,0,0.0
2025-01-21,False,1347.8611889629633,1233.4819349629634,1200.0,86875.88250785001,54217.069411012155,2820.5842331499953,17,16893.54024542794,71110.6096564401,1688.0791330864233,267.47346505805115,324.77294972474925,205.6236476578302,396.1506336332005,True,0,0.0
2025-01-22,False,1233.4819349629634,1243.4012367777777,1200.0,86354.7647643,54134.313946322494,6921.222013533325,31,41355.44941644296,95489.76336276546,163.16773333333424,157.3731533691406,194.18642499951764,204.05040061587363,401.01726538924567,True,0,0.0
2025-01-23,False,1243.4012367777777,1293.3839658518523,1200.0,92714.932394,58897.3743679556,1602.1744261666577,14,9542.725422787607,68440.0997907432,35.519116666666946,103.85460386555991,131.85996781809544,68.71559564751253,133.98776181978312,True,0,0.0
2025-01-24,False,1293.3839658518523,1961.5837948888868,1200.0,51097.74428300001,27044.130028168798,0.0,0,0.0,27044.130028168798,6769.0694810699615,209.3937710503472,256.774866214441,149.02218886782464,331.4183486181451,True,0,0.0
2025-01-25,False,1961.5837948888868,1379.2720606666699,1200.0,45083.19162299999,23681.0420432312,0.0,0,0.0,23681.0420432312,3380.2288561687183,106.53130933159723,132.96237832212432,114.78562704703411,247.25395652043895,True,0,0.0
2025-01-26,False,1379.2720606666699,1200.0,1200.0,87590.8577313,54898.20563692108,4470.615413433321,17,27902.023963402284,82800.22960032336,144.90846666666823,148.34460151638456,185.349778937186,126.2235176352289,292.5781611787064,True,0,0.0
2025-01-27,False,1200.0,1207.531848,1200.0,89245.23477899999,56016.9830046444,504.70578183332526,14,2806.0004705292804,58822.98347517368,838.2811600000024,117.83393788519965,139.84106559902293,81.48017572262157,161.24159069017108,True,0,0.0
2025-01-28,False,1207.531848,1200.0,1200.0,81624.83621,50566.0050369165,9298.61884739999,35,56270.764504186795,106836.76954110329,39.92295000000024,276.2272845296224,331.12508851326425,158.42152450759215,304.41340686152165,True,0,0.0
2025-01-29,False,1200.0,1297.9793277777785,1200.0,88850.702682,55618.4389491546,219.04303203333126,7,847.5084699474739,56465.94741910208,3066.212026810701,149.49780984971787,195.1712904504665,174.4530017629683,310.57467372449514,True,0,0.0
2025-01-30,False,1297.9793277777785,1277.2727814814828,1200.0,86564.563614,54070.032001955304,2197.7500051333263,15,12196.768500749104,66266.80050270441,407.83246000000054,88.75715575358072,119.42178296180775,105.34402944688267,203.58410972476432,True,0,0.0
2025-01-31,False,1277.2727814814828,2010.3089489259246,1200.0,43970.1602998,22963.209143325363,0.0,0,0.0,22963.209143325363,445.9677729465109,159.48523223198785,193.8471549091159,75.02850470080642,154.6168652603213,True,0,0.0
2025-02-01,True,2010.3089489259246,1867.436644851853,1200.0,42339.626496,21955.0826236293,0.0,0,0.0,21955.0826236293,4415.99434884774,207.46118468153216,241.33304454251743,89.48126045896741,183.324130178422,True,0,0.0
2025-02-02,True,1867.436644851853,1403.8845040000006,1200.0,87402.07132300001,55085.966449968895,153.6301966666665,1,1071.7242519466656,56157.69070191556,5373.404291399184,136.9164500461155,169.827402049331,127.0302605683494,246.60555215198872,True,0,0.0
2025-02-03,True,1403.8845040000006,1258.9779433703711,1200.0,81119.8289774,50221.74325318834,3336.4444065666657,14,21283.85064163259,71505.59389482092,130.71171666666703,143.3197293185764,175.57590532275768,90.41977314201063,183.44832018306684,True,0,0.0
2025-02-04,True,1258.9779433703711,1230.919509,1200.0,80370.376411,49778.3428926754,5183.274295433324,22,31265.271127803764,81043.61402047916,99.04480333333402,160.8953963297526,204.62058042562808,126.33971889530883,240.1597255482997,True,0,0.0
2025-02-05,True,1230.919509,1354.0019162962965,1200.0,81634.538887,50439.5206615326,3675.882336436661,18,21886.25129657147,72325.77195810407,125.90621666666766,188.83436474880642,226.52971693954018,91.99460900872236,201.11443645560692,True,0,0.0
2025-02-06,True,1354.0019162962965,1260.639162,1200.0,85279.50015099999,53465.576596424595,174.90137829999884,11,637.6021309796969,54103.178727404294,694.8155604979548,111.49051906195749,136.03783479878098,60.52135532469371,134.3775236472353,True,0,0.0
2025-02-07,True,1260.639162,1901.239016407409,1200.0,42603.307136999996,22296.155559592,0.0,0,0.0,22296.155559592,6391.24121078601,197.86917770182293,236.6496731180587,160.18785932848255,330.44992396265366,True,0,0.0
2025-02-08,True,1901.239016407409,1408.477330555556,1200.0,35938.423214,18763.7146985142,52.47445440000149,1,320.7763397472091,19084.491038261407,1278.364448559677,122.6085864203559,153.07277038451292,126.68786447411645,249.1052468896669,True,0,0.0
2025-02-09,True,1408.477330555556,1200.0,1200.0,80307.59970600001,49916.545412545296,3317.3200972666637,19,20883.227188733137,70799.77260127844,100.8243333333345,92.63201798502604,121.32602095345803,140.49230335995884,284.64167837889755,True,0,0.0
2025-02-10,True,1200.0,1200.0,1200.0,82813.145661,51493.817975749,289.4479276333338,13,1282.6415229214745,52776.459498670476,4563.8467813991865,111.32669790310327,138.88879478521082,183.35995041928157,361.54534068539493,True,0,0.0
2025-02-11,True,1200.0,1220.8758030000001,1200.0,75002.41396,45580.153649427,4619.533970233322,26,26214.21726696562,71794.37091639263,34.286696666666785,268.35901130642367,313.78256526463304,87.93518739244671,161.4210948968927,True,0,0.0
2025-02-12,True,1220.8758030000001,1240.1690810370376,1200.0,77280.93824,47462.0800407761,2852.5285115666625,21,17497.17562939238,64959.25567016848,463.7646533333358,134.75357725694442,174.15554284478378,91.16056026779148,189.61588022015198,True,0,0.0
2025-02-13,True,1240.1690810370376,1285.3402817777778,1200.0,79214.592986,49202.957777178,92.16003043333235,5,471.5888350823948,49674.5466122604,3820.0100530740788,107.34474949273005,128.9048943125032,158.96648091078862,288.60563914301696,True,0,0.0
2025-02-14,True,1285.3402817777778,1590.4174987407414,1200.0,35736.272752000004,18710.1776094025,159.06031323333173,3,889.7610971608407,19599.938706563342,2239.4165861193446,122.77587303331163,151.45197805878556,160.23975509518056,356.29371845176513,True,0,0.0
