date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-05-25,0.8,0.2,fixed,1481.5000861111112,1381.327034555556,59272.219295,35588.196631032,145.29849349999992,698.4604576075832,36286.65708863958,7621.660174979424,0,0.0
2025-05-26,0.8,0.2,fixed,1381.327034555556,1364.8401591111126,58594.657243099995,35345.808104613,344.72245006666213,2404.783811665035,37750.59191627804,827.263472798355,0,0.0
2025-05-27,0.8,0.2,fixed,1364.8401591111126,1200.8974011111113,58157.427339999995,34914.027518268,326.03799383333114,1941.5353986646367,36855.562916932635,5858.387619218116,0,0.0
2025-05-28,0.8,0.2,fixed,1200.8974011111113,1327.0007735555562,58613.592039999996,35099.256088058995,255.413517766663,1755.3785964407086,36854.6346844997,2854.6169143209886,0,0.0
2025-05-29,0.8,0.2,fixed,1327.0007735555562,1494.685495481482,59343.512933000005,35621.7203769566,316.34754863333194,2202.3237799161234,37824.04415687272,1460.3571349053516,0,0.0
2025-05-30,0.8,0.2,fixed,1494.685495481482,1392.3061262962963,27389.421993999997,14161.454234713601,11.679845566665819,71.39889594902814,14232.85313066263,18522.774867489716,0,0.0
2025-05-31,0.8,0.2,fixed,1392.3061262962963,1661.116089148146,27333.349834,14098.7624244514,0.0,0.0,14098.7624244514,16532.050997744856,0,0.0
2025-06-01,0.8,0.2,fixed,1661.116089148146,1200.0,60244.74608800001,36218.8551465734,13113.409256466664,78941.47484957604,115160.32999614943,24.15003333333368,0,0.0
2025-06-02,0.8,0.2,fixed,1200.0,1200.0,65293.80893,39231.656829542,7798.657977066667,48017.90603947172,87249.56286901372,758.5766833333337,0,0.0
2025-06-03,0.8,0.2,fixed,1200.0,1200.0,65696.08839,39403.560445918,6295.60221823333,36943.90995297864,76347.47039889664,138.37612333333402,0,0.0
2025-06-04,0.8,0.2,fixed,1200.0,1200.0,69315.8069924,41817.08887515399,4137.196087633329,25071.392955365078,66888.48183051907,131.57973666666658,0,0.0
2025-06-05,0.8,0.2,fixed,1200.0,1200.0,71560.3497314,43328.41562714528,3876.4743201666643,22801.020248940637,66129.43587608592,65.26116000000025,0,0.0
2025-06-06,0.8,0.2,fixed,1200.0,1200.0,30023.8202822,15884.243363142661,5589.692114066663,31436.153450287446,47320.39681343011,2166.419333333336,0,0.0
2025-06-07,0.8,0.2,fixed,1200.0,1200.0,31462.177465,17056.2074193785,2692.274935166664,15066.5787951756,32122.7862145541,720.4783666666611,0,0.0
2025-06-08,0.8,0.2,fixed,1200.0,1200.0,77970.44923999999,47952.6628167484,1113.3546845999963,5330.563665263278,53283.22648201168,10646.86739011112,0,0.0
2025-06-09,0.8,0.2,fixed,1200.0,1200.0,76670.24578669999,46871.41026226375,2129.6282322333313,13085.926582392252,59957.336844656005,3952.9260772428097,0,0.0
