date,official,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh
2025-02-17,True,1922.1666741481504,1754.414925925926,1200.0,84143.6840124,57140.97674583944,0.0,0,0.0,57140.97674583944,9254.464436013182
2025-02-18,True,1754.414925925926,1605.1617018148138,1200.0,80817.30208309999,53869.92262089814,0.0,0,0.0,53869.92262089814,4783.639851979422
2025-02-19,True,1605.1617018148138,1662.6075520740774,1200.0,82222.351264,54242.8986051265,43.72858400000007,2,236.18997749850035,54479.088582625,4649.660224987657
2025-02-20,True,1662.6075520740774,2317.292791037039,1200.0,84675.38967199999,57628.2332818084,0.0,0,0.0,57628.2332818084,8815.28520648149
2025-02-21,True,2317.292791037039,2602.5886394814806,1200.0,39147.954576000004,16634.2956506843,0.0,0,0.0,16634.2956506843,9664.330218551446
2025-02-22,True,2602.5886394814806,2334.9476576666657,1200.0,37022.345636,15916.264563601799,0.0,0,0.0,15916.264563601799,6044.070621514402
2025-02-23,True,2334.9476576666657,1922.991978444445,1200.0,81899.8003342,55036.905169555364,0.0,0,0.0,55036.905169555364,6689.103543913584
2025-02-24,True,1922.991978444445,1965.5054551111107,1200.0,81386.2927076,53928.57240329712,8.619785999999976,1,43.835921702999876,53972.40832500012,9108.968637292188
2025-02-25,True,1965.5054551111107,1258.9476875185187,1200.0,78011.352267,50970.654250004096,80.70203396666439,3,386.8671773136783,51357.52142731778,9272.433381851852
2025-02-26,True,1258.9476875185187,2033.6177513333355,1200.0,79253.383913,51966.18224455401,0.0,0,0.0,51966.18224455401,5467.986828711939
