date,total_cost,plan_cost,emergency_cost,emergency_kwh
2025-09-24,45679.25215859225,38102.910295419504,0.0,0.0
2025-09-25,47131.36287615123,41749.65751884119,934.1411476443267,247.93653529999847
2025-09-26,14574.201632276967,15041.6904804406,3.299129759666524,2.0202876666665794
2025-09-27,17444.787860676137,13985.2626070805,1345.4509475474374,279.3810285666602
2025-09-28,48497.94967206537,42421.6599704922,42.26537335696684,6.8557108666667315
2025-09-29,48677.372215203075,44888.9971810728,3390.6643561910705,607.9333059333279
2025-09-30,50236.73736302625,43298.205468276996,389.04855127475344,69.58899203333385
2025-10-01,39143.17991823811,37801.4703575585,628.844046241658,127.74748333333167
2025-10-02,37550.328165145605,39254.692504570005,0.0,0.0
2025-10-03,12792.3582864654,12651.0072652324,0.0,0.0
2025-10-04,13518.840801054177,12073.16935384054,1184.7775608335571,345.0133533666639
2025-10-05,39838.31282745333,40716.841852269004,17.819040355323526,3.9119737333311804
2025-10-06,44101.1595814453,36062.3770707983,4523.040531725008,717.0159433333346
2025-10-07,42701.025379878505,35501.942222475496,1922.1123152992554,346.56071500000076
2025-10-08,44517.83104496652,33529.36094891578,5824.116368039359,998.6368246333288
2025-10-09,44553.80208669616,41651.168341565,4381.712428776971,740.5149334333282
2025-10-10,13468.089319916488,12502.9081925635,372.0443149539872,100.77039949999654
2025-10-11,14269.262681473287,12462.3828121134,1749.4411730550864,360.83723703333067
2025-10-12,44894.40048680111,36640.3315588821,6028.280264197823,1093.993550333329
2025-10-13,42830.984638446986,39671.7656504098,1991.6866033245278,333.81874825333136
2025-10-14,44355.986094867745,41471.0725822268,311.2796276620942,109.12279906666812
2025-10-15,44398.9254486385,42379.117270981,0.0,0.0
2025-10-16,45211.11298568098,41917.058815313,138.47815025668115,25.22364729999715
2025-10-17,13845.75819208888,12165.3902432618,211.1813206461964,129.2419342999978
2025-10-18,13653.56535072875,13171.0878007859,0.0,0.0
2025-10-19,47332.77308587483,43324.546924794,2262.1907299705827,383.0256351666665
2025-10-20,46672.950551736794,46887.32440891366,588.3173777467198,144.88145893333083
2025-10-21,48704.68099876582,44968.184025462106,528.4166742088856,119.35994516666068
2025-10-22,47068.49503278989,42289.86978422399,0.0,0.0
2025-10-23,47893.057253367006,49897.287457015,0.0,0.0
2025-10-24,14913.230936955997,13135.346076253601,973.4199564064462,267.5974630666657
2025-10-25,14895.838711049008,13089.3983033954,863.1446687791582,225.33171119999832
2025-10-26,47255.45258425322,46676.6015942214,49.3553259797667,18.953435933333388
2025-10-27,47676.05706344487,42445.867533522,316.5734140467665,75.7475448333332
2025-10-28,48430.74684875,42423.162815723,0.0,0.0
2025-10-29,50732.737584882845,46672.434054255995,0.0,0.0
2025-10-30,47829.04968339391,42869.438595782034,199.17444715623208,53.920074333332764
2025-10-31,14910.410055724775,14375.28411581684,338.6188472868538,83.74399586666348
2025-11-01,14270.238326085999,13255.8477568732,0.0,0.0
2025-11-02,54169.94635566376,46714.9064216922,2445.1538732498607,414.5415929999989
2025-11-03,50752.41407869182,50728.82713132059,0.0,0.0
2025-11-04,51469.45710126852,45202.8381053103,1676.513248723515,289.0192614333276
2025-11-05,52850.92803658692,50945.1117154512,1130.7419135933205,207.5141081666643
2025-11-06,54794.0270527188,48796.3551166735,859.8131121315528,214.98810793333013
2025-11-07,15053.212051018332,13914.0561682161,5.462221442330361,1.07175933333275
2025-11-08,14530.70554648755,13978.0093964976,0.0,0.0
2025-11-09,53097.322839555265,50743.633974118,617.2657181805605,129.9536377666654
2025-11-10,58212.65607963997,52421.9983113415,1006.4097278953174,192.24464826666403
2025-11-11,52817.40772970875,52917.521374102,10.46965500000034,2.0516666666667334
2025-11-12,54019.43398030515,49198.615028903005,0.0,0.0
2025-11-13,54608.63283630168,49616.95017061323,46.73439717396188,7.632639766663374
2025-11-14,15163.495834238298,14427.533507987398,126.80432234560033,31.030055633329333
2025-11-15,15424.420397237725,14928.75473790765,0.0,0.0
2025-11-16,57951.2957935125,51483.56071228201,597.4854602317516,129.8192385999971
2025-11-17,57425.059135393705,49542.8914353719,81.99549666000007,39.43987333333337
2025-11-18,56677.50734400655,51166.8024156464,0.0,0.0
2025-11-19,62322.70245955564,51884.7348140978,515.3094364264476,103.60058703333293
2025-11-20,57865.733015885635,51180.16223379524,0.0,0.0
2025-11-21,17099.35752868295,14911.348182329799,0.0,0.0
2025-11-22,15906.051748651973,15256.8888421083,122.31265851212893,38.457311499998774
2025-11-23,59657.21851391095,52197.45441901626,897.2918091026434,175.39026760000152
2025-11-24,57293.99415329416,51198.480949915,1353.958410339254,323.7787197333311
2025-11-25,58269.35780730215,59552.9616676343,0.0,0.0
2025-11-26,59543.00352227673,56347.529480942205,177.73418883333318,32.99316666666664
2025-11-27,59888.75523255166,54679.6875080944,129.2287597342558,24.330287933331597
2025-11-28,16045.38461760638,14779.7612877323,259.73717297447956,51.828229666662594
2025-11-29,17851.9778682359,18177.0450272736,117.36880961759867,60.37490206666598
2025-11-30,64014.44614928484,57116.707427361005,462.95377390269454,147.7329667999987
2025-12-01,81392.47580896204,64251.6485994488,0.0,0.0
2025-12-02,76042.0959509295,70907.5851248806,2907.773543416104,409.1553518999935
2025-12-03,75440.60708287852,62608.6005536516,150.80337384616618,21.147180333333267
2025-12-04,73033.38633859112,69947.649817889,680.2168903770691,95.66313080000032
2025-12-05,24539.06585893807,18862.03763672386,0.0,0.0
2025-12-06,24102.229960549947,20872.8683350677,0.0,0.0
2025-12-07,74284.05628652989,71005.43976703001,1342.1807856073747,182.4488075666676
2025-12-08,75172.36869406907,74790.99862801062,1936.9755505482951,247.59213446666206
2025-12-09,73104.8268113652,71052.3796254602,2647.188000435401,379.42679410000017
2025-12-10,73688.99700487334,67301.64679848535,541.4272429656792,194.16923556666546
2025-12-11,70000.40467083729,69317.1873852377,985.7601282407791,199.6835373666637
2025-12-12,23274.676931193946,22259.217855618095,0.0,0.0
2025-12-13,23635.32742337155,22242.789695074498,0.0,0.0
2025-12-14,76415.25306401766,66371.11380057511,1509.376121032245,266.9729475333267
2025-12-15,76576.14237277863,66913.08755021609,80.21997037333463,11.129296666666846
2025-12-16,73907.31504879429,71162.0641539392,679.7932391044,185.66614003333044
2025-12-17,72886.91722094596,70924.39354537078,946.9904458984535,170.68402226666464
2025-12-18,72764.01537463762,67402.38641912775,20.293586908747702,10.374639166665565
2025-12-19,22906.51418293335,20236.0936960149,798.5385367823011,196.66189506666365
2025-12-20,22284.07622667442,21644.665456894403,126.76099535826856,69.66223046666772
2025-12-21,74989.9990856594,69850.86489263251,1041.7137981428434,135.63877366666793
2025-12-22,76503.41708149457,69188.7135991574,2033.4344403069567,309.135752133332
2025-12-23,70742.21175319017,70574.964366939,509.1332365615608,101.15606246666546
2025-12-24,72822.94712950788,68338.4010572718,1858.0919845966816,281.8966612333326
2025-12-25,74560.66044226389,66036.6222247004,1398.089169718191,191.3882781999988
2025-12-26,23290.57612427935,20451.5549991517,0.0,0.0
2025-12-27,22558.565937506213,20158.971088357597,346.5270288034677,61.61575903333352
2025-12-28,71024.11531952236,68291.68424564501,438.3956732149496,82.17736986667008
2025-12-29,73798.88756453211,66657.9892396332,1274.6215957433176,239.66375273333315
2025-12-30,69837.83606285499,67319.0600921404,571.4287249403415,134.0356158666629
2025-12-31,75234.95703065743,68465.7246986093,3006.7477293237403,493.9174336333317
