date,total_cost,plan_cost,emergency_cost,emergency_kwh,beta_lock,beta_open,label
2025-05-22,36201.36567246418,33493.5136586288,344.7864498726785,67.88594789999922,2.0,0.2,LA_bl2_bo0.2
2025-05-23,12242.87981331297,10691.6254040768,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-24,11597.035016148397,11179.323487568261,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-25,36554.479601182975,33691.155181376,712.3115423525467,137.8823705333326,2.0,0.2,LA_bl2_bo0.2
2025-05-26,40324.06226791293,32847.7673405175,637.1656995951798,130.6955231999994,2.0,0.2,LA_bl2_bo0.2
2025-05-27,37584.01724491934,30312.984076437802,403.01887430573487,67.0395892333308,2.0,0.2,LA_bl2_bo0.2
2025-05-28,38106.1376867559,33632.7224341118,323.7500368563526,54.69913896666421,2.0,0.2,LA_bl2_bo0.2
2025-05-29,42691.34998814441,34390.585071537396,704.0330996192163,107.25247723333318,2.0,0.2,LA_bl2_bo0.2
2025-05-30,12106.245474623942,11356.7596261499,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-31,11225.9067557951,11488.25012324622,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-06-01,68313.8372942392,48990.59765242999,10000.908653027933,2126.752491653336,2.0,0.2,LA_bl2_bo0.2
2025-06-02,57516.71295630193,53039.020132783946,3964.455444603146,935.5135655999991,2.0,0.2,LA_bl2_bo0.2
2025-06-03,61922.61936295875,46656.719740531,7680.1742869960435,1289.324485399999,2.0,0.2,LA_bl2_bo0.2
2025-06-04,57761.35412033309,57039.03343559176,1782.1149991543375,316.0642048666673,2.0,0.2,LA_bl2_bo0.2
2025-06-05,58088.46976563742,50259.02317267613,1694.0806065451966,276.69033519999806,2.0,0.2,LA_bl2_bo0.2
2025-06-06,26746.605587109967,15849.1938939817,7246.815789724866,2083.163687466666,2.0,0.2,LA_bl2_bo0.2
2025-06-07,20755.603244839178,18311.58620010576,1889.605407685563,311.92463099999867,2.0,0.2,LA_bl2_bo0.2
2025-06-08,50793.33690437255,48853.3798508001,53.26724692500071,7.63549566666677,2.0,0.2,LA_bl2_bo0.2
2025-06-09,56929.87081530958,55571.64386257861,1769.1570390976622,253.74936133333267,2.0,0.2,LA_bl2_bo0.2
2025-06-10,58766.989883739945,49811.6568593354,2260.178436739804,521.5096966000006,2.0,0.2,LA_bl2_bo0.2
2025-06-11,60512.21590122049,53429.43448871779,218.16764333339984,80.3825395999996,2.0,0.2,LA_bl2_bo0.2
2025-06-12,56662.51481205835,53601.639277930895,6.910471004999897,0.9846529999999802,2.0,0.2,LA_bl2_bo0.2
2025-06-13,18730.8578389426,18916.0514873091,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-06-14,18627.767993011774,17685.556368912803,718.8469010966677,126.32058666666683,2.0,0.2,LA_bl2_bo0.2
2025-06-15,56166.591060323735,49404.8157685987,239.17629667583387,34.74609766666674,2.0,0.2,LA_bl2_bo0.2
2025-06-16,58533.435822374384,51630.9749250661,773.1550152818332,115.70971233333327,2.0,0.2,LA_bl2_bo0.2
2025-06-17,61512.16175942255,51719.94344397509,1988.488551431411,470.81429923333206,2.0,0.2,LA_bl2_bo0.2
2025-06-18,57461.585176480316,51824.62146961866,77.7728983648338,11.502314333333402,2.0,0.2,LA_bl2_bo0.2
2025-06-19,56009.766857203496,48127.73252452063,1186.8384224041686,170.7021276666669,2.0,0.2,LA_bl2_bo0.2
2025-06-20,17034.84064736159,16945.5413406899,7.027568277395302,3.671665766664212,2.0,0.2,LA_bl2_bo0.2
2025-06-21,17395.696428764484,16454.853427853603,478.1853421569325,249.25859019999962,2.0,0.2,LA_bl2_bo0.2
2025-06-22,53652.46683227531,47069.852324380496,322.691442802218,47.388039900000194,2.0,0.2,LA_bl2_bo0.2
2025-06-23,51497.50170844202,47954.845690696515,1030.8460920080815,293.0962398999994,2.0,0.2,LA_bl2_bo0.2
2025-06-24,60922.69063471702,56743.427518760815,665.8218299222348,109.81040986666683,2.0,0.2,LA_bl2_bo0.2
2025-06-25,56436.22892429784,47779.866469610104,295.1481968863343,42.5194436666668,2.0,0.2,LA_bl2_bo0.2
2025-06-26,52652.25561912009,46527.9764673458,1169.137547495549,208.62297019999954,2.0,0.2,LA_bl2_bo0.2
2025-06-27,17553.954458627777,16472.3268229807,1616.8739188492746,326.9509659333319,2.0,0.2,LA_bl2_bo0.2
2025-06-28,16651.190751478036,15725.363264425081,312.7807957893169,73.37042136666668,2.0,0.2,LA_bl2_bo0.2
2025-06-29,56327.297052888374,46421.903645813145,626.2895440918968,222.83187746666508,2.0,0.2,LA_bl2_bo0.2
2025-06-30,52783.0385551455,50041.1657849383,834.4315169770016,118.54224500000021,2.0,0.2,LA_bl2_bo0.2
2025-02-01,17892.173834957648,18785.5856719058,0.0,0.0,2.0,0.5,LA_bl2_bo0.5
2025-02-02,63149.529341178306,61510.2091937132,2325.732424405013,367.30768250000204,2.0,0.5,LA_bl2_bo0.5
2025-02-03,65422.8167698848,61465.282309048795,3499.8745924154073,554.6574164999985,2.0,0.5,LA_bl2_bo0.5
2025-02-04,64843.4554685384,63258.786410251996,0.0,0.0,2.0,0.5,LA_bl2_bo0.5
2025-02-05,66591.71727073418,58099.6859248499,2087.214528276824,333.8533771333343,2.0,0.5,LA_bl2_bo0.5
2025-02-06,64432.60474474924,66205.07730120726,450.2736948780017,70.63450000000023,2.0,0.5,LA_bl2_bo0.5
