date,official,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh
2025-03-25,True,2396.022022074073,1514.6058198518529,68811.82727,41996.785629963,0.0,0.0,41996.785629963,4984.622701646091
2025-03-26,True,1514.6058198518529,2151.845551407409,73455.83464399999,44851.8863100296,0.0,0.0,44851.8863100296,13654.382523045279
2025-03-27,True,2151.845551407409,2230.5707781481515,72617.53318299999,44565.105899199705,0.0,0.0,44565.105899199705,10145.92143049384
2025-03-28,True,2230.5707781481515,2893.298680592591,32363.7163755,17272.51112896765,0.0,0.0,17272.51112896765,18232.190423771608
2025-03-29,True,2893.298680592591,2679.261780370375,31407.387560263996,16780.662352394127,0.0,0.0,16780.662352394127,21528.362377753714
2025-03-30,True,2679.261780370375,2474.875858037039,69578.22247000001,42674.758569017,0.0,0.0,42674.758569017,10998.305985967092
2025-03-31,True,2474.875858037039,2519.3816931111123,69852.52673000001,42797.548921782996,0.0,0.0,42797.548921782996,9537.541137448574
2025-04-01,True,2519.3816931111123,1708.333809185184,65236.60208,39479.735950821,0.0,0.0,39479.735950821,2324.9857660493826
2025-04-02,True,1708.333809185184,2168.389263629631,69277.37264,41801.779145084,399.39547786666606,1968.1772024863972,43769.9563475704,4727.065396872427
2025-04-03,True,2168.389263629631,2259.780220185186,71198.7362883,43434.38251330618,0.0,0.0,43434.38251330618,11477.395186954736
2025-04-04,True,2259.780220185186,3123.229555925927,32239.029292000003,17250.7585463912,0.0,0.0,17250.7585463912,22446.75539879012
2025-04-05,True,3123.229555925927,2458.1896241851846,29999.665918,15960.8790567292,0.0,0.0,15960.8790567292,16373.338622855968
2025-04-06,True,2458.1896241851846,2217.911202185186,70189.97011,42701.149535897,0.0,0.0,42701.149535897,12581.290468271603
2025-04-07,True,2217.911202185186,2410.960389407409,69983.25718,42439.168592252005,0.0,0.0,42439.168592252005,13272.573067242804
2025-04-08,True,2410.960389407409,1613.1097399629637,65766.288068,39410.6504076996,0.0,0.0,39410.6504076996,8479.631915835398
2025-04-09,True,1613.1097399629637,1836.19219062963,68117.09536,40797.264403404,0.0,0.0,40797.264403404,4982.011807242803
2025-04-10,True,1836.19219062963,2384.1566075925934,69380.59103000001,41984.783564952,0.0,0.0,41984.783564952,10563.496471687244
